product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
352,Computer accessories,34,875,2,296,16,9,22
352,Office furnitures,58,419,2,275,16,5,20
352,Beauty products,52,540,4,1100,30,20,30
352,Beauty products,59,320,2,100,16,16,11
352,Books,30,764,1,15700,81,19,60
352,Home construction,22,930,2,1683,25,22,22
352,Beauty products,52,148,1,300,16,5,11
352,Sports equipments,53,509,2,1000,20,30,20
352,Beauty products,44,466,15,800,20,10,20
352,Home construction,57,1379,4,9550,29,66,29
352,Beauty products,53,439,1,1250,23,26,20
352,Clothes,63,423,2,250,25,5,19
352,Clothes,48,184,2,1100,27,18,27
352,Clothes,57,1087,1,100,20,10,20
352,Stationery,60,567,1,200,33,21,27
352,Home construction,59,1309,6,11000,40,40,40
352,Beauty products,39,412,1,675,18,21,16
352,Home construction,60,1659,3,550,16,21,18
352,Sports equipments,,,,300,20,6,26
352,Sports equipments,55,591,2,1600,30,30,30
352,Home construction,59,2989,6,250,16,16,16
352,Home construction,55,463,2,200,19,4,20
352,Home construction,57,557,1,650,16,10,16
352,Home construction,56,1497,3,1550,105,3,70
352,Clothes,48,1533,1,500,16,5,11
352,Beauty products,60,510,1,275,20,7,13
352,Clothes,53,985,3,1400,34,16,23
352,Clothes,45,797,1,300,18,18,18
352,Home appliances,55,943,1,1205,31,15,23
352,Office furnitures,44,317,1,450,25,25,25
352,Home construction,59,3725,1,400,20,11,11
352,Home construction,54,365,2,600,30,15,15
352,Beauty products,60,818,6,350,17,4,12
352,Computer accessories,54,586,1,1700,33,8,23
352,Office furnitures,31,1209,1,9225,53,53,18
352,Beauty products,31,213,1,1000,51,16,11
352,Beauty products,60,341,1,1200,40,7,34
352,Office furnitures,60,766,1,733,28,2,23
352,Home construction,63,955,1,1900,20,20,20
352,Beauty products,63,639,2,1500,38,7,28
352,Clothes,60,3136,4,100,17,10,15
352,Office furnitures,43,536,4,14000,105,18,18
352,Office furnitures,39,116,1,500,105,19,13
352,Beauty products,60,718,1,900,16,16,16
352,Home construction,53,1227,2,500,18,16,14
352,Computer accessories,53,555,2,533,54,6,37
352,Home construction,43,365,1,150,16,10,15
352,Clothes,50,844,3,900,86,4,11
352,Office furnitures,53,1202,2,800,16,30,16
352,Home construction,52,983,5,100,16,4,14
352,Beauty products,55,414,3,300,19,6,13
352,Beauty products,46,1001,1,575,25,13,14
352,Beauty products,48,252,1,850,18,12,15
352,Home appliances,63,455,6,7950,65,7,65
352,Office furnitures,53,342,1,550,24,8,15
352,Office furnitures,28,242,1,2000,19,38,19
352,Home construction,55,680,1,1000,23,21,21
352,Beauty products,55,1223,1,450,18,12,12
352,Home construction,59,380,2,1900,48,10,40
352,Office furnitures,42,1660,3,3225,39,14,26
352,Clothes,60,1465,10,22900,87,40,30
352,Home appliances,50,1168,2,723,23,15,15
352,Computer accessories,59,1128,2,5446,21,14,18
352,Beauty products,27,490,1,550,20,10,15
352,Toys,54,297,1,2450,35,27,29
352,Toys,50,750,1,1600,32,12,30
352,Toys,44,258,1,600,18,9,16
352,Toys,60,625,3,350,17,4,12
352,Toys,60,597,1,6450,30,30,30
352,Toys,57,345,2,200,20,10,20
352,Toys,56,1027,1,187,17,13,14
352,Toys,41,538,1,9000,59,9,37
352,Toys,54,694,1,1200,34,8,22
352,Toys,56,368,5,700,80,4,11
352,Toys,51,1132,8,6600,105,15,25
352,Toys,44,717,1,450,16,2,11
352,Toys,37,358,1,950,12,32,46
352,Toys,57,1351,4,2600,16,50,16
352,Toys,57,509,1,375,20,10,16
352,Home appliances,56,493,4,350,20,8,13
352,Office furnitures,56,539,1,350,18,12,16
352,Office furnitures,39,1220,1,2550,16,14,15
352,Office furnitures,24,222,2,200,16,2,12
352,Sports equipments,27,243,3,850,16,4,11
352,Agro products,60,677,1,9500,30,35,30
352,Agro products,50,2746,1,250,20,13,16
352,Beauty products,55,438,5,200,30,10,20
352,Clothes,55,487,3,400,17,9,27
352,Clothes,50,599,1,275,18,4,12
352,Office furnitures,58,2130,4,13300,46,40,46
352,Beauty products,42,327,1,1750,23,23,23
352,Beauty products,64,1115,3,1450,25,20,20
352,Office furnitures,56,741,2,300,16,11,11
352,Sports equipments,37,416,3,100,19,3,11
352,Books,63,686,1,500,45,15,35
352,Home construction,58,680,4,1500,41,15,29
352,Beauty products,46,731,1,200,16,2,11
352,Home construction,59,418,1,1650,40,6,30
352,Clothes,59,731,1,2200,84,12,15
352,Office furnitures,28,227,1,5550,38,14,14
352,Home construction,59,413,1,1400,30,30,30
352,Books,60,1428,2,6750,59,17,37
352,Computer accessories,53,433,1,900,40,12,30
352,Home appliances,48,583,1,150,16,7,15
352,Office furnitures,,,,550,16,7,11
352,Clothes,51,812,1,1100,31,12,11
352,Home construction,63,209,10,1250,28,9,21
352,Beauty products,60,814,1,400,40,20,20
352,Home construction,50,300,2,200,17,2,12
352,Clothes,32,622,2,900,45,10,38
352,Sports equipments,49,2812,2,6250,48,30,32
352,Office furnitures,42,114,1,300,16,16,11
352,Office furnitures,31,248,2,850,60,15,15
352,Sports equipments,29,233,2,30000,60,70,60
352,Beauty products,56,897,1,100,19,7,12
352,Books,60,262,1,987,25,25,25
352,Beauty products,36,282,1,500,16,18,17
352,Office furnitures,59,1533,4,600,30,20,30
352,Home appliances,32,1074,2,250,39,2,30
352,Beauty products,50,323,2,50,61,61,61
352,Shoes,41,227,2,300,16,26,20
352,Shoes,51,758,1,13800,39,13,102
352,Clothes,42,157,1,3499,29,37,30
352,Books,55,1286,1,10725,57,55,22
352,Books,53,346,1,400,25,15,30
352,Beauty products,56,164,1,300,20,13,12
352,Clothes,60,546,1,400,16,11,20
352,Beauty products,59,734,4,250,17,4,12
352,Home appliances,59,1106,3,600,60,8,40
352,Home appliances,56,976,2,990,30,9,13
352,Beauty products,59,354,3,6050,38,30,28
352,Sports equipments,57,338,3,400,23,7,15
352,Sports equipments,48,398,2,54,22,2,15
352,Sports equipments,58,373,1,3300,28,28,23
352,Beauty products,47,772,3,950,27,14,18
352,Home construction,57,651,5,5850,78,4,47
352,Books,38,191,1,2700,42,14,12
352,Clothes,50,205,1,350,25,5,16
352,Agro products,31,1587,1,7738,58,28,40
352,Beauty products,59,271,3,20500,60,40,40
352,Computer accessories,52,224,2,6200,75,15,50
352,Computer accessories,52,700,1,7400,60,18,40
352,Clothes,46,815,1,100,16,5,16
352,Clothes,54,1012,3,4300,53,20,33
352,Beauty products,60,2059,3,2600,69,11,11
352,Sports equipments,52,414,4,225,16,19,20
352,Beauty products,36,558,1,383,19,12,15
352,Beauty products,44,566,1,100,22,2,19
352,Agro products,37,1156,1,600,17,10,12
352,Sports equipments,58,559,3,800,25,16,16
352,Sports equipments,56,1826,1,2000,28,19,21
352,Computer accessories,40,519,2,1350,45,10,55
352,Office furnitures,46,203,1,1150,19,22,19
352,Office furnitures,35,924,4,400,17,6,11
352,Office furnitures,53,167,1,2150,30,19,25
352,Home construction,53,829,2,367,16,14,13
352,Clothes,58,688,1,225,16,6,11
352,Clothes,60,891,5,950,32,6,29
352,Office furnitures,57,388,1,1050,35,30,21
352,Office furnitures,42,712,1,350,16,12,11
352,Home construction,60,2910,5,300,26,26,11
352,Computer accessories,57,149,3,400,16,8,11
352,Computer accessories,48,835,5,83,19,8,12
352,Electronics,39,638,3,383,18,12,12
352,Beauty products,56,297,2,700,100,5,20
352,Clothes,32,431,2,200,24,4,18
352,Housewares,43,902,1,250,22,2,15
352,Clothes,57,846,1,1750,16,31,12
352,Beauty products,56,410,1,1400,30,30,30
352,Toys,59,1993,3,1350,69,11,11
352,Clothes,,,,550,16,11,19
352,Computer accessories,53,3782,4,1400,23,13,23
352,Sports equipments,42,318,1,100,19,3,11
352,Office furnitures,59,679,1,1250,19,17,22
352,Sports equipments,46,735,2,4147,35,29,16
352,Beauty products,58,330,1,850,45,15,25
352,Computer accessories,59,68,1,11100,16,16,11
352,Office furnitures,58,288,3,1100,16,2,11
352,Sports equipments,56,281,1,250,16,4,13
352,Shoes,59,580,1,53,18,13,16
352,Beauty products,38,179,1,600,60,16,11
352,Books,57,1012,6,6350,37,27,37
352,Computer accessories,53,190,5,700,20,30,31
352,Books,53,1045,1,975,25,25,25
352,Home construction,56,255,1,950,53,10,36
352,Home appliances,58,825,1,2950,28,5,30
352,Office furnitures,59,415,1,1150,35,17,44
352,Home appliances,53,272,1,275,18,18,30
352,Beauty products,44,247,2,100,25,4,15
352,Electronics,33,471,1,350,105,20,20
352,Agro products,53,1326,1,400,25,8,18
352,Beauty products,,,,450,20,12,15
352,Home appliances,38,193,1,11350,43,35,34
352,Home appliances,46,137,1,250,35,8,18
352,Agro products,42,537,1,484,25,16,18
352,Clothes,58,217,2,150,25,15,15
352,Office furnitures,48,476,1,150,24,8,12
352,Sports equipments,26,165,1,1400,18,32,22
352,Sports equipments,48,2532,3,998,27,13,24
352,Books,55,252,1,900,30,20,35
352,Books,42,196,4,850,40,15,30
352,Home construction,58,474,3,1100,30,20,40
352,Home construction,48,1565,1,2200,16,21,11
352,Office furnitures,61,694,1,5300,30,35,30
352,Home construction,38,874,3,1050,27,25,19
352,Office furnitures,39,301,3,800,37,23,35
352,Books,63,3976,3,2300,22,29,16
352,Computer accessories,60,865,6,2050,30,25,30
352,Beauty products,44,915,1,350,30,5,30
352,Books,34,486,1,600,23,7,16
352,Agro products,45,306,3,100,19,5,13
352,Clothes,46,769,2,150,22,2,15
352,Clothes,60,1379,1,16900,39,62,34
352,Electronics,54,1310,1,1550,42,19,25
352,Electronics,53,950,8,1050,16,10,50
352,Office furnitures,56,87,1,150,20,13,15
352,Office furnitures,45,514,1,500,16,15,15
352,Books,40,770,4,200,22,6,14
352,Clothes,46,128,1,250,40,4,30
352,Clothes,58,1149,2,500,30,10,30
352,Home construction,52,260,3,1050,30,15,25
352,Sports equipments,56,1627,3,1250,42,25,15
352,Home construction,56,545,4,900,17,40,14
352,Office furnitures,56,1095,4,1100,100,15,30
352,Office furnitures,48,414,2,22200,56,38,48
352,Clothes,40,215,7,5400,55,25,16
352,Computer accessories,44,224,1,750,46,10,33
352,Home appliances,46,659,1,350,21,14,14
352,Home appliances,23,68,1,400,35,15,25
352,Clothes,56,676,2,750,28,22,16
352,Office furnitures,48,1003,4,350,18,11,20
352,Beauty products,58,809,4,300,16,2,11
352,Beauty products,39,1194,1,300,20,30,20
352,Clothes,52,460,2,300,19,12,16
352,Clothes,53,1291,3,500,25,15,20
352,Beauty products,60,562,4,1400,32,14,28
352,Sports equipments,50,1285,3,1050,25,20,20
352,Office furnitures,56,629,1,9550,35,45,45
352,Stationery,23,836,7,1400,55,40,25
352,Stationery,57,106,1,1150,103,4,34
352,Books,58,435,8,450,20,15,20
352,Books,57,762,3,1700,16,4,11
352,Clothes,,,,200,16,5,15
352,Office furnitures,46,957,4,2150,30,5,20
352,Office furnitures,58,757,4,3550,52,11,20
352,Beauty products,51,392,7,1950,40,80,11
352,Agro products,43,503,1,600,16,2,11
352,Toys,38,323,1,1050,32,12,20
352,Sports equipments,39,169,2,300,25,8,19
352,Books,44,113,1,100,20,13,15
352,Computer accessories,35,1791,4,1050,43,9,23
352,Computer accessories,35,614,1,1800,15,15,15
352,Home construction,33,211,1,1150,25,25,16
352,Home construction,62,594,3,200,19,9,27
352,Home construction,55,583,1,200,24,18,18
352,Beauty products,53,245,1,800,45,15,35
352,Stationery,57,1585,4,5375,29,31,41
352,Home appliances,45,1439,1,10500,38,17,33
352,Books,49,182,2,2050,41,31,31
352,Office furnitures,57,656,4,605,34,13,11
352,Stationery,33,434,1,550,22,6,22
352,Clothes,40,472,1,2050,25,16,22
352,Sports equipments,32,449,1,1100,29,12,32
352,Beauty products,56,315,2,900,30,10,25
352,Home appliances,50,1116,6,550,22,12,17
352,Clothes,39,208,2,200,16,2,11
352,Beauty products,51,198,1,1250,16,35,11
352,Clothes,55,4,2,681,39,7,28
352,Housewares,27,531,4,150,16,7,20
352,Books,52,416,1,30000,55,75,61
352,Computer accessories,40,1215,1,350,19,13,14
352,Home construction,55,891,3,623,18,16,16
352,Beauty products,46,346,3,300,16,12,12
352,Beauty products,25,284,1,100,25,5,15
352,Beauty products,56,623,3,900,38,9,21
352,Books,43,278,1,3250,35,55,25
352,Computer accessories,50,262,1,100,19,3,11
352,Computer accessories,59,410,4,200,16,2,20
352,Stationery,47,212,1,3367,67,16,48
352,Stationery,60,112,1,850,30,7,30
352,Clothes,50,662,7,1250,40,20,30
352,Clothes,57,1298,3,475,17,18,16
352,Clothes,,,,200,35,5,25
352,Agro products,18,3173,1,125,21,12,11
352,Books,58,379,1,1850,25,21,21
352,Beauty products,34,569,1,478,49,10,25
352,Home construction,,,,200,16,2,11
352,Home construction,38,303,6,300,16,22,16
352,Home construction,41,1448,1,201,21,19,18
352,Sports equipments,49,696,1,375,18,12,13
352,Beauty products,32,391,5,200,16,9,11
352,Home construction,55,1336,3,450,16,12,11
352,Beauty products,50,2042,4,800,30,12,30
352,Beauty products,47,453,2,700,20,15,20
352,Beauty products,29,354,1,200,16,8,11
352,Agro products,,,,380,16,4,11
352,Stationery,47,684,1,1500,40,15,32
352,Housewares,34,876,9,6350,55,10,67
352,Home appliances,60,695,6,6050,56,11,32
352,Office furnitures,51,250,1,1100,40,37,35
352,Agro products,59,351,2,1400,32,7,32
352,Agro products,46,803,1,250,22,3,15
352,Agro products,40,659,2,1250,26,21,20
352,Beauty products,45,722,2,450,20,30,30
352,Clothes,50,297,2,250,20,3,20
352,Housewares,47,673,3,600,18,8,13
352,Office furnitures,57,250,1,250,30,30,30
352,Beauty products,46,834,2,2000,90,8,15
352,Sports equipments,43,1131,1,2050,32,18,18
352,Office furnitures,42,223,1,600,45,15,35
352,Stationery,60,531,5,400,30,7,23
352,Home construction,43,1037,6,11700,54,25,37
352,Home construction,40,240,4,5350,52,6,52
352,Books,63,3915,1,1450,16,16,15
352,Beauty products,60,338,1,2050,23,8,23
352,Clothes,56,1548,1,167,17,8,14
352,Sports equipments,29,648,1,550,25,8,14
352,Home appliances,49,1132,8,9950,105,15,25
352,Office furnitures,,,,3000,30,20,30
352,Agro products,50,246,1,700,16,11,11
352,Computer accessories,46,206,1,700,21,14,14
352,Clothes,54,581,1,1150,18,18,11
352,Computer accessories,36,971,2,9150,50,105,15
352,Clothes,45,896,6,500,50,15,12
352,Books,57,626,1,150,16,10,11
352,Home construction,54,634,1,1000,16,10,16
352,Office furnitures,56,662,1,550,32,5,30
352,Office furnitures,63,683,1,400,21,5,15
352,Sports equipments,57,1343,10,30000,60,70,60
352,Computer accessories,63,1032,1,400,16,2,11
352,Beauty products,63,418,1,900,24,5,20
352,Office furnitures,54,373,2,191,17,15,14
352,Home appliances,47,189,1,2033,22,12,17
352,Beauty products,52,1374,2,1110,20,20,18
476,Computer accessories,55,282,1,7500,53,16,53
476,Books,34,661,1,400,19,12,14
476,Home appliances,55,672,1,583,28,14,19
476,Clothes,38,748,1,4650,50,8,45
476,Clothes,59,477,1,300,17,17,17
476,Beauty products,36,651,2,704,25,22,23
476,Beauty products,51,573,3,5400,40,24,29
476,Beauty products,57,393,1,550,16,10,16
476,Beauty products,28,260,3,1836,33,28,20
476,Beauty products,57,570,6,350,30,16,16
476,Beauty products,32,1033,1,150,16,2,11
476,Books,59,1080,1,200,20,10,15
476,Books,38,1405,3,100,35,2,25
476,Clothes,54,880,2,300,16,11,11
476,Beauty products,51,320,1,550,16,2,11
476,Books,51,575,2,300,16,20,16
476,Computer accessories,59,638,1,800,20,16,20
476,Computer accessories,55,1241,2,300,16,2,11
476,Beauty products,56,286,1,100,17,15,16
476,Computer accessories,43,1646,6,491,19,12,16
476,Sports equipments,50,770,6,13700,35,40,60
476,Office furnitures,42,200,1,1100,40,10,35
476,Office furnitures,47,1154,5,250,24,8,16
476,Office furnitures,57,931,4,1600,20,20,20
476,Office furnitures,38,252,1,2300,44,8,32
476,Home appliances,38,566,1,1200,35,35,35
476,Clothes,35,551,1,150,16,10,11
476,Agro products,46,1553,5,1800,16,7,11
476,Agro products,51,330,1,1950,33,44,19
476,Computer accessories,12,1512,2,200,20,18,18
476,Home appliances,29,273,2,150,29,8,15
476,Agro products,55,236,1,600,17,17,12
476,Books,55,408,1,450,37,3,12
476,Home appliances,54,283,1,1200,27,3,15
476,Beauty products,46,867,1,1475,28,18,19
476,Home appliances,18,1311,3,650,21,10,15
476,Beauty products,,,,1400,32,36,20
476,Clothes,41,202,1,2200,30,20,25
476,Sports equipments,54,507,1,750,81,6,11
476,Beauty products,51,455,6,400,22,22,11
476,Books,47,490,1,1500,22,27,22
476,Books,59,284,2,12500,83,21,43
476,Home construction,53,215,2,1250,38,30,28
476,Clothes,43,677,2,225,25,9,29
476,Office furnitures,61,1274,5,200,26,2,21
476,Beauty products,53,290,3,1800,44,16,34
476,Sports equipments,54,202,1,4100,50,20,40
476,Beauty products,55,1862,1,2800,20,22,22
476,Home appliances,48,881,1,700,25,12,25
476,Clothes,54,449,2,3100,37,10,40
476,Clothes,40,1287,2,700,25,20,20
476,Beauty products,60,1882,4,12467,35,57,52
476,Computer accessories,49,935,1,21100,48,44,62
476,Beauty products,50,1625,1,3300,24,35,16
476,Clothes,56,815,4,1400,17,10,12
476,Computer accessories,63,285,1,100,16,3,11
476,Computer accessories,40,1383,1,4800,40,25,40
476,Beauty products,46,1801,1,1150,16,20,20
476,Computer accessories,43,216,1,200,28,16,26
476,Home construction,58,506,4,250,16,2,20
476,Computer accessories,43,385,1,450,16,10,11
476,Books,37,680,1,150,16,8,12
476,Clothes,40,209,2,600,16,2,11
476,Beauty products,60,435,4,350,101,15,15
476,Computer accessories,56,896,1,2100,40,10,70
476,Stationery,37,249,3,300,19,4,11
476,Sports equipments,57,330,1,1650,35,44,19
476,Sports equipments,63,862,5,600,19,13,12
476,Home construction,54,1297,1,375,21,16,12
476,Beauty products,60,3109,6,15750,70,90,20
476,Home construction,54,1081,6,1900,25,15,20
476,Beauty products,45,486,2,1050,40,10,30
476,Office furnitures,56,1833,1,2300,28,14,20
476,Computer accessories,32,376,1,24300,50,50,40
476,Computer accessories,50,712,1,1100,31,39,16
476,Agro products,60,862,6,500,16,2,11
476,Beauty products,59,1219,6,2750,16,36,36
476,Clothes,54,229,1,1150,40,5,29
476,Home construction,51,2396,7,3567,35,9,27
476,Home construction,43,225,1,300,45,15,35
476,Home appliances,58,870,2,30000,60,56,60
476,Electronics,57,1404,3,250,18,15,15
476,Electronics,56,297,2,600,100,5,11
476,Electronics,54,321,2,1200,21,48,31
476,Electronics,47,830,3,422,21,7,15
476,Electronics,54,429,1,450,28,9,19
476,Office furnitures,60,757,2,225,16,19,18
476,Electronics,42,223,2,800,46,10,35
476,Home construction,52,662,1,2800,42,10,36
476,Clothes,54,909,1,1000,25,5,25
476,Home appliances,51,731,1,350,16,2,11
476,Beauty products,42,184,1,1600,45,15,35
476,Computer accessories,50,226,1,1600,18,40,30
476,Computer accessories,57,386,1,3900,81,7,50
476,Beauty products,47,372,1,1450,34,12,40
476,Home appliances,54,664,3,10000,61,31,31
476,Home construction,45,1034,1,600,20,15,20
476,Office furnitures,34,669,1,454,19,15,15
476,Clothes,52,305,1,150,25,5,20
476,Clothes,56,599,2,175,18,14,22
476,Beauty products,51,2559,3,850,24,9,26
476,Office furnitures,,,,400,21,8,11
476,Office furnitures,49,151,4,7900,35,55,25
476,Home appliances,42,905,6,217,20,16,18
476,Sports equipments,46,387,3,800,19,17,18
476,Home construction,37,499,1,600,22,10,16
476,Office furnitures,59,872,2,1750,16,16,16
476,Beauty products,50,635,1,1200,30,23,30
476,Beauty products,49,2392,1,2300,21,21,21
476,Sports equipments,55,981,4,1550,33,8,22
476,Home appliances,51,121,1,300,40,4,30
476,Stationery,38,241,1,390,38,10,38
476,Home appliances,49,1437,1,300,20,11,11
476,Clothes,59,1616,5,950,27,10,28
476,Sports equipments,55,499,1,700,16,40,30
476,Books,55,379,10,750,29,13,14
476,Home construction,55,1241,2,400,16,2,20
476,Home construction,58,495,3,825,22,32,22
476,Home construction,25,321,4,250,16,6,14
476,Home construction,52,2102,1,391,21,19,17
476,Home construction,52,488,1,300,18,8,13
476,Computer accessories,59,1364,7,30000,60,65,60
476,Beauty products,46,310,1,2025,32,15,22
476,Stationery,56,461,5,400,30,11,15
476,Clothes,34,268,1,200,14,13,12
476,Office furnitures,60,593,1,3950,36,20,26
476,Beauty products,53,1278,1,2200,50,10,35
476,Home appliances,52,1210,1,3600,32,24,24
476,Computer accessories,49,541,2,800,45,25,35
476,Beauty products,55,408,2,1100,16,15,18
476,Beauty products,33,712,4,262,17,12,14
476,Clothes,53,641,1,500,18,12,17
476,Books,54,700,1,1833,58,9,58
476,Computer accessories,58,606,2,2100,40,15,40
476,Beauty products,47,450,4,900,20,15,20
476,Computer accessories,45,304,1,375,18,11,14
476,Beauty products,47,2114,2,500,68,8,13
476,Home appliances,55,916,3,400,50,3,25
476,Sports equipments,59,2124,6,100,18,7,16
476,Beauty products,63,1538,2,650,21,18,20
476,Beauty products,57,1182,2,1400,43,27,43
476,Beauty products,59,3709,2,2200,27,32,17
476,Computer accessories,42,164,1,500,16,5,12
476,Home construction,30,340,1,300,16,14,14
476,Agro products,53,317,3,5350,38,30,28
476,Books,43,101,1,500,20,10,15
476,Books,47,627,1,400,16,4,11
476,Beauty products,60,212,1,340,20,20,20
476,Books,43,166,1,600,16,23,16
476,Toys,45,1403,1,300,28,2,18
476,Clothes,64,702,1,2700,42,11,36
476,Beauty products,68,318,1,21200,45,15,25
476,Home appliances,44,240,1,100,16,20,20
476,Home appliances,54,654,2,5000,36,46,36
476,Home appliances,53,1234,10,8600,36,25,35
476,Books,49,3786,5,1000,26,20,12
476,Office furnitures,56,1736,1,450,16,16,16
476,Books,56,352,2,500,16,20,15
476,Clothes,40,580,2,100,16,3,11
476,Beauty products,54,404,4,850,22,12,33
476,Home construction,60,704,3,250,20,14,16
476,Stationery,54,281,1,2700,53,21,42
476,Books,48,513,1,1250,40,20,20
476,Computer accessories,49,1162,1,100,16,2,11
476,Computer accessories,59,1180,2,150,16,5,11
476,Beauty products,43,1535,1,337,19,12,14
476,Computer accessories,43,843,3,1067,20,7,15
476,Shoes,45,745,1,4500,40,10,30
476,Sports equipments,56,341,1,175,17,6,13
476,Books,40,1709,1,388,19,13,18
476,Clothes,45,923,1,875,35,16,12
476,Sports equipments,55,840,1,2900,45,20,45
476,Books,36,605,2,100,20,20,20
476,Agro products,53,302,2,4000,30,45,25
476,Books,46,886,1,650,27,9,18
476,Books,45,256,1,300,18,7,11
476,Beauty products,63,376,4,700,26,9,24
476,Beauty products,58,381,3,1500,38,30,28
476,Books,45,523,2,300,35,30,20
476,Computer accessories,51,1387,1,150,18,6,12
476,Computer accessories,54,508,1,850,45,15,30
476,Home construction,55,309,2,500,16,10,12
476,Home construction,59,381,4,5450,26,30,28
476,Sports equipments,53,680,4,1500,41,15,29
476,Home construction,63,2267,8,400,17,9,12
476,Home construction,57,821,7,2500,42,33,12
476,Home construction,60,619,4,450,17,8,12
476,Clothes,60,827,1,600,17,17,17
476,Sports equipments,43,370,1,1200,33,13,14
476,Home construction,41,288,1,1700,40,40,50
476,Home construction,34,1080,2,200,41,2,29
476,Agro products,34,240,12,200,29,7,16
476,Sports equipments,59,716,1,750,25,20,18
476,Beauty products,54,1004,1,1150,16,30,40
476,Beauty products,60,1021,4,1183,16,9,15
476,Beauty products,53,879,4,550,33,12,33
476,Sports equipments,58,531,2,700,19,19,19
476,Housewares,,,,600,16,16,16
476,Housewares,60,661,4,450,38,4,38
476,Books,58,3912,1,750,16,16,15
476,Office furnitures,55,418,3,712,47,13,32
476,Office furnitures,35,579,2,400,16,8,11
476,Home construction,,,,1300,30,16,20
476,Beauty products,42,1158,4,3200,29,29,33
476,Beauty products,,,,1150,40,11,15
476,Beauty products,49,614,1,5300,35,28,32
476,Shoes,41,751,1,4800,50,8,45
476,Shoes,54,714,2,12150,45,40,32
476,Housewares,46,2391,3,200,23,15,15
476,Agro products,60,636,1,800,31,16,16
476,Home construction,41,130,1,210,25,10,15
476,Office furnitures,26,1449,1,200,20,3,18
476,Beauty products,58,110,1,200,19,4,11
476,Office furnitures,54,755,4,200,16,5,12
476,Office furnitures,60,996,1,3550,16,30,15
476,Books,44,2350,1,575,21,16,11
476,Beauty products,9,254,1,200,28,5,14
476,Office furnitures,42,255,3,500,18,13,16
476,Agro products,58,727,4,2375,37,26,22
476,Home construction,,,,10700,40,40,40
476,Beauty products,57,816,5,650,25,25,25
476,Home construction,53,612,4,175,22,4,12
476,Beauty products,43,2376,3,150,16,6,11
476,Beauty products,33,1084,2,200,41,2,29
476,Office furnitures,47,177,1,300,18,10,12
476,Beauty products,60,2130,4,16700,46,40,46
476,Sports equipments,63,867,2,500,20,10,20
476,Agro products,63,459,2,500,80,10,60
476,Agro products,28,489,1,14000,70,60,70
476,Clothes,25,178,2,150,16,4,13
476,Clothes,45,484,3,1000,20,10,15
476,Computer accessories,38,383,1,2000,35,46,20
476,Clothes,26,742,1,1700,25,25,25
476,Books,51,327,1,200,22,22,12
476,Computer accessories,63,2638,1,800,18,22,11
476,Books,38,233,1,300,27,9,14
476,Beauty products,31,303,1,9500,52,44,27
476,Beauty products,58,1295,1,10700,52,51,17
476,Clothes,46,105,1,4850,16,35,35
476,Clothes,63,603,2,25100,70,60,60
476,Clothes,31,280,1,2000,16,56,11
476,Beauty products,43,1034,1,750,16,26,11
476,Beauty products,43,182,2,200,20,5,20
476,Computer accessories,44,2178,7,900,35,8,35
476,Computer accessories,,,,3100,30,40,30
476,Office furnitures,59,378,1,300,50,5,20
476,Books,45,1057,3,100,20,16,16
476,Computer accessories,27,423,1,300,20,12,20
476,Home construction,51,840,1,3400,45,20,45
476,Computer accessories,58,696,7,750,25,15,35
476,Home construction,51,238,2,3700,20,20,20
476,Home construction,41,815,1,1100,28,17,25
476,Office furnitures,59,552,1,550,20,2,20
476,Clothes,49,392,1,7500,17,50,49
476,Books,59,2120,1,125,16,17,16
476,Books,57,278,1,800,20,40,20
476,Sports equipments,21,663,2,100,16,16,11
476,Home construction,63,394,1,1700,40,15,35
476,Home construction,58,793,1,6867,39,48,42
476,Office furnitures,52,638,1,1400,40,35,40
476,Home appliances,37,601,1,224,16,13,15
476,Office furnitures,58,465,3,3250,50,10,50
476,Office furnitures,48,787,2,6600,45,25,35
476,Home construction,56,240,6,6750,45,19,45
476,Agro products,54,614,1,1245,58,12,60
476,Housewares,56,608,1,350,25,12,19
476,Home appliances,52,118,1,800,25,15,20
476,Home appliances,47,339,1,100,16,26,26
476,Home construction,57,210,2,6050,40,20,40
476,Agro products,55,248,1,17500,30,50,30
476,Office furnitures,29,953,1,200,16,20,20
476,Office furnitures,54,572,1,2250,30,30,30
476,Agro products,52,1027,1,1150,28,26,23
476,Agro products,30,138,1,150,22,7,16
476,Office furnitures,44,351,3,75,18,3,12
476,Books,45,294,4,700,20,20,20
476,Toys,63,1927,1,3500,45,10,30
476,Stationery,58,649,2,450,25,15,28
476,Beauty products,31,370,1,1250,26,10,26
476,Office furnitures,57,622,1,16200,45,26,45
476,Home construction,58,1252,1,4150,29,5,21
476,Home construction,23,274,1,390,19,12,17
476,Clothes,33,109,1,300,16,22,11
476,Books,60,631,1,13800,35,46,35
476,Office furnitures,59,2709,5,483,26,10,14
476,Home construction,40,360,5,150,16,9,11
476,Computer accessories,60,674,2,850,42,11,22
476,Home construction,60,1486,2,12300,33,20,80
476,Home construction,57,610,4,650,16,16,16
476,Computer accessories,55,1028,4,200,21,13,26
476,Computer accessories,59,777,6,350,17,4,12
476,Sports equipments,54,343,2,3550,37,22,40
476,Sports equipments,57,224,3,19300,45,30,45
476,Sports equipments,59,427,5,400,27,8,12
